,Unnamed: 0,country,year,suicides_no,population,suicides_calc,gdp,gdp_per_capita
1092,18936,Philippines,1999,1043,65740201,1.586548237,82995145792,1262
1093,18948,Philippines,2000,1403,67243482,2.086447576,81026300311,1205
1094,18960,Philippines,2001,1204,68738092,1.751576113,76262072468,1109
1095,18972,Philippines,2002,1301,70256443,1.851787458,81357605642,1158
1096,18984,Philippines,2003,1544,71781489,2.150972377,83908206648,1169
1097,18996,Philippines,2006,1788,76435755,2.339219388,122210716310,1599
1098,19008,Philippines,2007,1698,78008654,2.176681577,149359918060,1915
1099,19020,Philippines,2008,1820,79595888,2.28655028,174195136253,2188
1100,19032,Philippines,2009,2074,81193855,2.554380501,168334601260,2073
1101,19044,Philippines,2010,2116,82760992,2.556760074,199590775189,2412
1102,19080,Poland,1991,5316,35396300,15.01851888,85500935935,2416
1103,19092,Poland,1992,5713,35605400,16.04531897,94337050693,2650
1104,19104,Poland,1993,5624,35792600,15.71274509,96045645026,2683
1105,19116,Poland,1994,5519,35960000,15.34760845,110803391517,3081
1106,19128,Poland,1995,5499,36104900,15.23061967,142137319588,3937
1107,19140,Poland,1996,5446,36243300,15.02622554,159942880457,4413
1108,19152,Poland,1999,5779,36575200,15.80032372,169717677901,4640
1109,19164,Poland,2000,5841,36233344,16.12051043,171885598583,4744
1110,19176,Poland,2001,5855,36295390,16.13152524,190521263343,5249
1111,19188,Poland,2002,5925,36347498,16.30098446,198680637255,5466
1112,19200,Poland,2003,5836,36353775,16.05335347,217513049292,5983
1113,19212,Poland,2004,6072,36371596,16.69434577,255102252843,7014
1114,19224,Poland,2005,6045,36371365,16.62021758,306125173853,8417
1115,19236,Poland,2006,5805,36348232,15.97051543,344748646558,9485
1116,19248,Poland,2007,5284,36310843,14.55212703,429063549984,11816
1117,19260,Poland,2008,5682,36262711,15.66898845,533815789474,14721
1118,19272,Poland,2009,6477,36223402,17.88070596,439796160379,12141
1119,19284,Poland,2010,6357,36027791,17.64471211,479321460551,13304
1120,19428,Portugal,1991,942,9410507,10.01008766,89242382961,9483
1121,19440,Portugal,1992,866,9401557,9.211240223,107602689041,11445
1122,19452,Portugal,1993,780,9410082,8.288981966,95019103603,10098
1123,19464,Portugal,1994,762,9436009,8.075447999,99698453261,10566
1124,19476,Portugal,1995,809,9473844,8.539300415,118133634072,12469
1125,19488,Portugal,1996,653,9515960,6.862155789,122629812841,12887
1126,19500,Portugal,1997,628,9564579,6.565892759,117046198971,12237
1127,19512,Portugal,1998,556,9617110,5.781362592,123981736420,12892
1128,19524,Portugal,1999,545,9671357,5.635196798,127465545493,13180
1129,19536,Portugal,2000,524,9740085,5.379829847,118358489958,12152
1130,19548,Portugal,2001,761,9809536,7.75775735,121545880984,12391
1131,19560,Portugal,2002,1210,9859832,12.27201437,134228697534,13614
1132,19572,Portugal,2003,1156,9895009,11.68265739,164964195260,16671
1133,19584,Portugal,2007,1020,10005713,10.19417607,240169336162,24003
1134,19596,Portugal,2008,1038,10030640,10.34829283,262007590450,26121
1135,19608,Portugal,2009,1025,10049918,10.19908819,243745748819,24254
1136,19620,Portugal,2010,1099,10066628,10.91726048,238303443425,23673
1137,19752,Puerto Rico,1991,355,3237200,10.96626714,32287031000,9974
1138,19764,Puerto Rico,1992,314,3287900,9.550168801,34630430000,10533
1139,19776,Puerto Rico,1993,345,3312472,10.41518238,36922456000,11146
1140,19788,Puerto Rico,1994,355,3343624,10.61722251,39690630000,11871
1141,19800,Puerto Rico,1995,289,3375154,8.562572256,42647331000,12636
1142,19812,Puerto Rico,1996,331,3401823,9.730077079,45340835000,13328
1143,19824,Puerto Rico,1997,273,3432757,7.952791299,48187039000,14037
1144,19836,Puerto Rico,1998,321,3464834,9.264513105,54086400000,15610
1145,19848,Puerto Rico,1999,289,3492721,8.274351143,57841000000,16560
1146,19860,Puerto Rico,2000,305,3511947,8.684641312,61701800000,17569
1147,19872,Puerto Rico,2001,289,3522212,8.205071131,69208400000,19649
1148,19884,Puerto Rico,2002,239,3523951,6.782160138,71623500000,20325
1149,19896,Puerto Rico,2003,262,3519026,7.44524195,74827400000,21264
1150,19908,Puerto Rico,2004,279,3511462,7.945408494,80322313000,22874
1151,19920,Puerto Rico,2005,289,3504599,8.246307209,83914521300,23944
1152,19932,Puerto Rico,2006,265,3499036,7.573514534,87276164400,24943
1153,19944,Puerto Rico,2007,271,3493631,7.756972617,89524131600,25625
1154,19956,Puerto Rico,2008,300,3488811,8.598918084,93639316000,26840
1155,19968,Puerto Rico,2009,330,3484474,9.470582934,96385638000,27661
1156,19980,Puerto Rico,2010,286,3480379,8.217495853,98381268000,28267
1157,20052,Qatar,1995,0,463449,0.0,8137911978,17559
1158,20064,Qatar,2001,23,539483,4.263341014,17538461538,32510
1159,20076,Qatar,2004,21,697191,3.012087075,31734065934,45517
1160,20088,Qatar,2005,17,796618,2.134021576,44530494505,55899
1161,20100,Qatar,2006,29,940090,3.084811029,60882142857,64762
1162,20112,Qatar,2007,41,1115479,3.675551041,79712087912,71460
1163,20124,Qatar,2008,33,1310465,2.518190108,115270054945,87961
1164,20136,Qatar,2009,44,1506649,2.920388226,97798351648,64911
1165,20148,Qatar,2010,47,1689592,2.781736656,125122306346,74055
1166,20302,Republic of Korea,1991,3069,39993700,7.673708609,325734233313,8145
1167,20314,Republic of Korea,1992,3533,40371200,8.751288047,350051111253,8671
1168,20326,Republic of Korea,1993,4124,40754800,10.11905346,386302839274,9479
1169,20338,Republic of Korea,1994,4212,41145300,10.23689218,455602962225,11073
1170,20350,Republic of Korea,1995,4841,42076400,11.50526186,556130926913,13217
1171,20362,Republic of Korea,1996,5857,42507100,13.77887459,598099073901,14071
1172,20374,Republic of Korea,1997,6024,42956100,14.02361946,557503074772,12978
1173,20386,Republic of Korea,1998,8569,43395700,19.74619605,374241351752,8624
1174,20398,Republic of Korea,1999,7075,43817300,16.1465905,485248229337,11074
1175,20410,Republic of Korea,2000,6444,44271743,14.55555974,561633125840,12686
1176,20422,Republic of Korea,2001,6911,44710865,15.45709304,533052076314,11922
1177,20434,Republic of Korea,2002,8611,45110041,19.08887647,609020054512,13501
1178,20446,Republic of Korea,2003,10898,45455888,23.97489188,680520724062,14971
1179,20458,Republic of Korea,2004,11492,45779970,25.10268137,764880644711,16708
1180,20470,Republic of Korea,2005,12011,46151884,26.02493974,898137194716,19460
1181,20482,Republic of Korea,2006,10653,46513964,22.90279968,1011797457139,21753
1182,20494,Republic of Korea,2007,12174,46814207,26.00492624,1122679154632,23982
1183,20506,Republic of Korea,2008,12858,47101747,27.29835053,1002219052968,21278
1184,20518,Republic of Korea,2009,15402,47380017,32.50737542,901934953365,19036
1185,20530,Republic of Korea,2010,15558,47598615,32.685825,1094499338703,22994
1186,20626,Romania,1991,2161,21458000,10.07083605,28998684211,1351
1187,20638,Romania,1992,2650,21227100,12.48404163,25121666667,1183
1188,20650,Romania,1993,2774,21307600,13.01882896,26362894737,1237
1189,20662,Romania,1994,2887,21386000,13.49948564,30074440483,1406
1190,20674,Romania,1995,2793,21451300,13.02018992,37662075750,1756
1191,20686,Romania,1996,2828,21397300,13.21662079,37182938696,1738
1192,20698,Romania,1997,2859,21369000,13.37919416,35838588170,1677
1193,20710,Romania,1998,2838,21338400,13.29996626,41976002704,1967
1194,20722,Romania,1999,2736,21310800,12.83856073,36183003978,1698
1195,20734,Romania,2000,2836,21290400,13.32055762,37438527800,1758
1196,20746,Romania,2001,2720,21272887,12.78622878,40716836998,1914
1197,20758,Romania,2002,3067,20700580,14.81600999,46174557556,2231
1198,20770,Romania,2003,2894,20656841,14.0098866,59867801205,2898
1199,20782,Romania,2004,2720,20610767,13.19698583,76216441462,3698
1200,20794,Romania,2005,2603,20569960,12.6543756,99697566668,4847
1201,20806,Romania,2006,2721,20526561,13.25599549,123533036668,6018
1202,20818,Romania,2007,2430,20475026,11.8681168,175933642292,8593
1203,20830,Romania,2008,2472,20433803,12.09760122,213605065703,10454
1204,20842,Romania,2009,2586,20390882,12.68213901,172611845342,8465
1205,20854,Romania,2010,2766,20348649,13.59304001,166658327827,8190
1206,20960,Russian Federation,1991,39281,137283000,28.61315676,517962962963,3773
1207,20972,Russian Federation,1992,45923,138118900,33.24888918,460290556901,3333
1208,20984,Russian Federation,1993,55846,137692800,40.55840247,435083713851,3160
1209,20996,Russian Federation,1994,61420,138476200,44.35419227,395077301248,2853
1210,21008,Russian Federation,1995,60548,139087100,43.53243399,395531066563,2844
1211,21020,Russian Federation,1996,57511,139272600,41.29383669,391719993757,2813
1212,21032,Russian Federation,1997,54746,139283200,39.30553003,404926534140,2907
1213,21044,Russian Federation,1998,51518,139122100,37.03078088,270953116950,1948
1214,21056,Russian Federation,1999,56974,138717800,41.07187398,195905767669,1412
1215,21068,Russian Federation,2000,56619,138205695,40.96719748,259708496267,1879
1216,21080,Russian Federation,2001,56958,137521509,41.41752109,306602673980,2229
1217,21092,Russian Federation,2002,55024,136590900,40.28379636,345110438692,2527
1218,21104,Russian Federation,2003,51445,137019868,37.54564995,430347770732,3141
1219,21116,Russian Federation,2004,49096,137071699,35.81775112,591016690743,4312
1220,21128,Russian Federation,2005,45802,136162191,33.63782535,764017107992,5611
1221,21140,Russian Federation,2006,42614,135357462,31.48256429,989930542279,7313
1222,21152,Russian Federation,2007,41149,134778964,30.53072882,1299705247686,9643
1223,21164,Russian Federation,2008,38211,134385949,28.43377621,1660844408500,12359
1224,21176,Russian Federation,2009,37408,134085433,27.89863087,1222643696992,9118
1225,21188,Russian Federation,2010,33356,134865987,24.73270002,1524916112079,11307
1226,21272,Saint Kitts and Nevis,1991,0,39100,0.0,209880963,5368
1227,21284,Saint Kitts and Nevis,1992,0,39100,0.0,229434519,5868
1228,21356,Saint Lucia,1991,6,122496,4.898119122,513753818,4194
1229,21368,Saint Lucia,1992,11,124223,8.855042947,566894749,4564
1230,21380,Saint Lucia,1993,8,125846,6.356975987,574870405,4568
1231,21392,Saint Lucia,1994,6,127557,4.703779487,600005564,4704
1232,21404,Saint Lucia,1995,10,129466,7.724035654,640449501,4947
1233,21416,Saint Lucia,1996,7,131621,5.318300271,662196185,5031
1234,21428,Saint Lucia,1997,9,133967,6.718072361,676949594,5053
1235,21440,Saint Lucia,1998,8,136400,5.865102639,737554872,5407
1236,21452,Saint Lucia,1999,8,138813,5.763148985,775934813,5590
1237,21464,Saint Lucia,2000,14,141100,9.922041106,784159229,5557
1238,21476,Saint Lucia,2001,7,143166,4.889429054,743808076,5195
1239,21488,Saint Lucia,2002,12,145168,8.266284581,748346606,5155
1240,21500,Saint Lucia,2003,10,147127,6.796848981,823837141,5599
1241,21512,Saint Lucia,2004,8,149121,5.364770891,893107211,5989
1242,21524,Saint Lucia,2005,4,151169,2.646045155,951207366,6292
1243,21536,Saint Lucia,2006,2,153460,1.303271211,1134193630,7391
1244,21548,Saint Lucia,2008,0,157876,0.0,1282215407,8122
1245,21560,Saint Lucia,2009,13,159820,8.13415092,1262973407,7902
1246,21572,Saint Lucia,2010,4,161503,2.476734178,1381968259,8557
1247,21680,Saint Vincent and Grenadines,1995,7,95974,7.293642028,316008481,3293
1248,21692,Saint Vincent and Grenadines,1996,8,96095,8.325094958,331489704,3450
1249,21704,Saint Vincent and Grenadines,1997,3,96255,3.116721209,347770000,3613
1250,21716,Saint Vincent and Grenadines,1998,10,96449,10.36817385,373619852,3874
1251,21728,Saint Vincent and Grenadines,1999,6,96685,6.205719605,390719148,4041
1252,21740,Saint Vincent and Grenadines,2000,5,96956,5.156978423,396270000,4087
1253,21752,Saint Vincent and Grenadines,2001,8,97341,8.218530732,430040370,4418
1254,21764,Saint Vincent and Grenadines,2002,7,97799,7.157537398,461883444,4723
1255,21776,Saint Vincent and Grenadines,2003,4,98292,4.069507183,481806296,4902
1256,21788,Saint Vincent and Grenadines,2004,4,98740,4.051043144,521975111,5286
1257,21800,Saint Vincent and Grenadines,2005,8,99118,8.071187877,550728667,5556
1258,21812,Saint Vincent and Grenadines,2006,6,99463,6.032393956,610930037,6142
1259,21824,Saint Vincent and Grenadines,2007,11,99689,11.03431673,651833333,6539
1260,21836,Saint Vincent and Grenadines,2008,4,99826,4.006972132,695428852,6966
1261,21848,Saint Vincent and Grenadines,2009,1,99927,1.000730533,674922481,6754
1262,21860,Saint Vincent and Grenadines,2010,5,100050,4.997501249,681225963,6809
1263,21932,San Marino,1999,2,25192,7.939028263,1215640315,48255
1264,21944,San Marino,2000,1,25369,3.941818755,1101897918,43435
1265,21956,San Marino,2005,1,28264,3.538069629,1958711603,69301
1266,21968,Serbia,1998,1460,7179002,20.33708864,18284194680,2547
1267,21980,Serbia,1999,1571,7162831,21.9326688,18409364147,2570
1268,21992,Serbia,2000,1543,7149140,21.58301558,6540247190,915
1269,22004,Serbia,2001,1442,7142410,20.18926385,12267175481,1718
1270,22016,Serbia,2002,1446,7138113,20.2574546,16116843146,2258
1271,22028,Serbia,2003,1378,7111975,19.37577115,21188704081,2979
1272,22040,Serbia,2004,1345,7086364,18.98011448,24861483281,3508
1273,22052,Serbia,2005,1437,7058982,20.35704298,26252007830,3719
1274,22064,Serbia,2006,1443,7031811,20.52102936,30607991862,4353
1275,22076,Serbia,2007,1353,7009610,19.30207244,40289556656,5748
1276,22088,Serbia,2008,1289,6988532,18.44450308,49259526053,7049
1277,22100,Serbia,2009,1373,6968240,19.70368414,42616653300,6116
1278,22112,Serbia,2010,1207,6944871,17.37973247,39460357731,5682
1279,22220,Seychelles,2001,6,75363,7.961466502,622262057,8257
1280,22232,Seychelles,2002,5,76904,6.5016124,697518248,9070
1281,22244,Seychelles,2003,8,78402,10.20382133,705704816,9001
1282,22256,Seychelles,2004,6,79735,7.524926318,839319927,10526
1283,22268,Seychelles,2005,5,80900,6.180469716,919103255,11361
1284,22280,Seychelles,2006,8,81691,9.793000453,1016418229,12442
1285,22292,Seychelles,2007,6,82331,7.287655925,1033561654,12554
1286,22304,Seychelles,2008,4,82900,4.82509047,967199594,11667
1287,22316,Seychelles,2009,4,83429,4.794495919,847397850,10157
1288,22328,Seychelles,2010,6,83885,7.152649461,969936525,11563
1289,22472,Singapore,1991,296,2559300,11.56566249,45474442836,17768
1290,22484,Singapore,1992,277,2604000,10.6374808,52156414979,20029
1291,22496,Singapore,1993,270,2655800,10.16642819,60644572348,22835
1292,22508,Singapore,1994,316,2712200,11.65105818,73777792327,27202
1293,22520,Singapore,1995,364,2765300,13.16312877,87890009877,31783
1294,22532,Singapore,1996,239,2823100,8.465870851,96403758865,34148
1295,22544,Singapore,1997,303,2880000,10.52083333,100163995151,34779
1296,22556,Singapore,1998,328,2940200,11.15570369,85707636233,29150
1297,22568,Singapore,1999,277,2997100,9.242267525,86283126844,28789
1298,22580,Singapore,2000,309,3047600,10.13912587,95833932715,31446
1299,22592,Singapore,2001,305,3103000,9.829197551,89286208629,28774
1300,22604,Singapore,2002,321,3165200,10.14153924,91941192896,29048
1301,22616,Singapore,2003,320,3226200,9.918789908,97001377569,30067
1302,22628,Singapore,2004,335,3281400,10.20905711,114188557567,34799
1303,22640,Singapore,2005,359,3342400,10.74078506,127417688056,38122
1304,22652,Singapore,2006,372,3411900,10.90301591,147797218201,43318
1305,22664,Singapore,2007,328,3389600,9.676658013,179981288567,53098
1306,22676,Singapore,2008,319,3448900,9.249325872,192225881688,55735
1307,22688,Singapore,2009,349,3536100,9.869630384,192408387762,54413
1308,22700,Singapore,2010,296,3576800,8.275553567,236421782178,66099
1309,22772,Slovakia,1992,796,4909228,16.21436201,15431288006,3143
1310,22784,Slovakia,1993,738,4935260,14.95361946,16452201101,3334
1311,22796,Slovakia,1994,691,4974858,13.88984369,20079363626,4036
1312,22808,Slovakia,1995,735,5005232,14.684634,25733043137,5141
1313,22820,Slovakia,1996,672,5032436,13.35337399,27821913815,5529
1314,22832,Slovakia,1997,630,5058389,12.45455816,27660149541,5468
1315,22844,Slovakia,1998,673,5081100,13.24516345,29828899206,5871
1316,22856,Slovakia,1999,692,5098200,13.57341807,30415095887,5966
1317,22868,Slovakia,2000,729,5111813,14.26108506,29114875622,5696
1318,22880,Slovakia,2001,692,5100256,13.56794639,30703017450,6020
1319,22892,Slovakia,2002,717,5107584,14.03794827,35083608131,6869
1320,22904,Slovakia,2003,753,5113982,14.7243381,46731767494,9138
1321,22916,Slovakia,2004,676,5121210,13.20000547,57240535138,11177
1322,22928,Slovakia,2005,679,5126946,13.24375174,62697540107,12229
1323,22940,Slovakia,2006,0,5129369,0.0,70596729394,13763
1324,22952,Slovakia,2007,0,5132660,0.0,86304245825,16815
1325,22964,Slovakia,2008,591,5137067,11.50461927,100324627215,19530
1326,22976,Slovakia,2009,601,5141744,11.68864105,88945625174,17299
1327,22988,Slovakia,2010,631,5147562,12.25823021,89501012916,17387
1328,23036,Slovenia,1995,564,1884000,29.93630573,21273055398,11291
1329,23048,Slovenia,1996,607,1893100,32.06381068,21480023017,11346
1330,23060,Slovenia,1997,593,1883900,31.47725463,20749140606,11014
1331,23072,Slovenia,1998,612,1880300,32.54799766,22125435372,11767
1332,23084,Slovenia,1999,590,1884400,31.3097007,22689994990,12041
1333,23096,Slovenia,2000,588,1886483,31.16911205,20342201356,10783
1334,23108,Slovenia,2001,581,1901330,30.55755708,20875387068,10979
1335,23120,Slovenia,2002,540,1906124,28.3297414,23563576758,12362
1336,23132,Slovenia,2003,562,1907589,29.46127284,29697448108,15568
1337,23144,Slovenia,2004,512,1907862,26.83632254,34470227454,18067
1338,23156,Slovenia,2005,503,1911817,26.31004955,36346974008,19012
1339,23168,Slovenia,2006,529,1918570,27.57261919,39587732029,20634
1340,23180,Slovenia,2007,434,1927332,22.51817538,48114688201,24964
1341,23192,Slovenia,2008,408,1943758,20.99026731,55589849128,28599
1342,23204,Slovenia,2009,447,1942037,23.01706919,50244793832,25872
1343,23216,Slovenia,2010,414,1944774,21.28782059,48013606745,24689
1344,23288,South Africa,1996,143,37773652,0.378570756,147607982695,3908
1345,23300,South Africa,1997,104,38528157,0.269932455,152586154514,3960
1346,23312,South Africa,1998,180,39232468,0.458803662,137774361015,3512
1347,23324,South Africa,1999,279,39907560,0.699115656,136631966609,3424
1348,23336,South Africa,2000,267,40568559,0.658145141,136361854808,3361
1349,23348,South Africa,2001,384,41185599,0.932364733,121600818310,2953
1350,23360,South Africa,2002,236,41803868,0.564541061,115748110113,2769
1351,23372,South Africa,2003,256,42415309,0.603555664,175256916996,4132
1352,23384,South Africa,2004,383,43005874,0.890576018,228937347866,5323
1353,23396,South Africa,2005,458,43566107,1.051275938,257671413751,5914
1354,23408,South Africa,2006,514,44079057,1.166086652,271811088781,6166
1355,23420,South Africa,2007,417,44577435,0.935450862,299033511000,6708
1356,23432,South Africa,2008,441,43680586,1.00960184,287099991517,6573
1357,23444,South Africa,2009,372,45607048,0.815663404,297216730669,6517
1358,23456,South Africa,2010,393,46176200,0.85108779,375298134440,8128
1359,23600,Spain,1991,2916,36958100,7.890015991,575598537070,15574
1360,23612,Spain,1992,2786,37000900,7.529546579,629202392004,17005
1361,23624,Spain,1993,3037,37122100,8.181110444,523649481762,14106
1362,23636,Spain,1994,3171,37203100,8.523483258,529121577320,14223
1363,23648,Spain,1995,3157,37275300,8.469415404,612939685081,16444
1364,23660,Spain,1996,3320,37341200,8.890983686,640998292395,17166
1365,23672,Spain,1997,3373,37405000,9.017511028,588692045455,15738
1366,23684,Spain,1998,3261,37458900,8.705541273,617041986858,16473
1367,23696,Spain,1999,3220,37789271,8.520937067,633194118900,16756
1368,23708,Spain,2000,3394,38319996,8.856994661,595402616547,15538
1369,23720,Spain,2001,3189,38713504,8.237435702,625975838926,16169
1370,23732,Spain,2002,3372,39340611,8.571295448,705145868624,17924
1371,23744,Spain,2003,3478,39947556,8.706414981,906853273138,22701
1372,23756,Spain,2004,3508,40555823,8.649805972,1069555500372,26372
1373,23768,Spain,2005,3399,41195479,8.250905397,1157276458152,28092
1374,23780,Spain,2006,3247,41808848,7.766298655,1264551499185,30246
1375,23792,Spain,2007,3264,42547327,7.671457246,1479341637011,34769
1376,23804,Spain,2008,3457,43199484,8.002410399,1635015380108,37848
1377,23816,Spain,2009,3429,43490086,7.884555574,1499099749931,34470
1378,23828,Spain,2010,3158,43595356,7.24389084,1431616749640,32839
1379,23924,Sri Lanka,1996,4898,16654427,29.40959782,13897738375,834
1380,23936,Sri Lanka,1997,5887,16775409,35.0930341,15091913884,900
1381,23948,Sri Lanka,1998,5518,16897691,32.65534918,15794972847,935
1382,23960,Sri Lanka,1999,5619,17020287,33.01354437,15656327860,920
1383,23972,Sri Lanka,2000,5252,17140342,30.64116224,16330814180,953
1384,23984,Sri Lanka,2001,4590,17266961,26.58255845,15749753805,912
1385,23996,Sri Lanka,2002,4382,17395955,25.18976394,16536535647,951
1386,24008,Sri Lanka,2003,4467,17524596,25.48988861,18881765437,1077
1387,24020,Sri Lanka,2006,4015,17891558,22.44075111,28267410543,1580
1388,24104,Suriname,1991,57,363079,15.69906274,448300000,1235
1389,24116,Suriname,1992,48,370194,12.96617449,404600000,1093
1390,24128,Suriname,1995,55,389414,14.123786,693970588,1782
1391,24140,Suriname,1996,21,395805,5.30564293,860630923,2174
1392,24152,Suriname,1997,32,401814,7.963883787,929607500,2314
1393,24164,Suriname,1998,29,407606,7.114713719,945000000,2318
1394,24176,Suriname,1999,49,413303,11.85570877,885444186,2142
1395,24188,Suriname,2000,52,419001,12.41047157,892164394,2129
1396,24200,Suriname,2001,72,424515,16.96053143,763465550,1798
1397,24212,Suriname,2002,69,430176,16.03994644,1078402128,2507
1398,24224,Suriname,2003,77,435946,17.66273805,1271196078,2916
1399,24236,Suriname,2004,67,441717,15.16808273,1484092538,3360
1400,24248,Suriname,2005,72,447445,16.09136318,1793754805,4009
1401,24260,Suriname,2006,112,453293,24.70808065,2626380435,5794
1402,24272,Suriname,2007,119,459086,25.92106925,2936612022,6397
1403,24284,Suriname,2008,147,464789,31.62725452,3532969035,7601
1404,24296,Suriname,2009,131,470448,27.84579805,3875409836,8238
1405,24308,Suriname,2010,136,476052,28.56830766,4368398048,9176
1406,24416,Sweden,1991,1483,8041100,18.44275037,270362531377,33623
1407,24428,Sweden,1992,1355,8073200,16.78392707,280312318915,34721
1408,24440,Sweden,1993,1373,8112500,16.92449923,209950792713,25880
1409,24452,Sweden,1994,1324,8174100,16.19750187,226079963712,27658
1410,24464,Sweden,1995,1348,8233000,16.37313252,264051981551,32072
1411,24476,Sweden,1996,1253,8274300,15.14327496,288103936773,34819
1412,24488,Sweden,1997,1201,8311300,14.45020635,264477727279,31821
1413,24500,Sweden,1998,1231,8346300,14.74905048,266800462899,31966
1414,24512,Sweden,1999,1220,8378013,14.56192536,270847937645,32328
1415,24524,Sweden,2000,1131,8409008,13.44986234,259802012617,30896
1416,24536,Sweden,2001,1197,8439317,14.18361225,239917320967,28429
1417,24548,Sweden,2002,1180,8465828,13.93838854,263926220333,31175
1418,24560,Sweden,2003,1112,8490539,13.0969306,331108912605,38997
1419,24572,Sweden,2004,1155,8514314,13.56539118,381705425302,44831
1420,24584,Sweden,2005,1219,8538624,14.27630494,389042298377,45563
1421,24596,Sweden,2006,1197,8576044,13.95748436,420032121656,48977
1422,24608,Sweden,2007,1126,8629159,13.0487803,487816328342,56531
1423,24620,Sweden,2008,1170,8688504,13.46606965,513965650650,59155
1424,24632,Sweden,2009,1242,8755922,14.18468552,429657033108,49070
1425,24644,Sweden,2010,1141,8823125,12.93192605,488377689565,55352
1426,24726,Switzerland,1995,1419,6617500,21.44314318,342617007104,51774
1427,24738,Switzerland,1996,1432,6652200,21.52671297,330091688350,49621
1428,24750,Switzerland,1997,1341,6675200,20.08928571,286519135327,42923
1429,24762,Switzerland,1998,1371,6725167,20.38611086,295045152021,43872
1430,24774,Switzerland,1999,1296,6764328,19.15933113,289912492345,42859
1431,24786,Switzerland,2000,1380,6809589,20.26554026,272055499941,39952
1432,24798,Switzerland,2001,1338,6865842,19.48777732,278631271391,40582
1433,24810,Switzerland,2002,1446,6942010,20.82970206,301416810214,43419
1434,24822,Switzerland,2003,1269,6969293,18.20844668,352914820747,50639
1435,24834,Switzerland,2004,1284,7023166,18.282353,394163688621,56123
1436,24846,Switzerland,2005,1299,7071991,18.36823605,408689353999,57790
1437,24858,Switzerland,2006,1309,7118477,18.3887649,430921192375,60536
1438,24870,Switzerland,2007,1360,7183595,18.93202498,479913034322,66807
1439,24882,Switzerland,2008,1314,7274875,18.06216602,554363487120,76202
1440,24894,Switzerland,2009,1105,7364558,15.00429489,541506500414,73529
1441,24906,Switzerland,2010,1006,7439147,13.5230558,583782977866,78474
1442,25026,Thailand,1991,3559,51947693,6.85112234,98234695722,1891
1443,25038,Thailand,1992,3550,52570440,6.752844374,111452869378,2120
1444,25050,Thailand,1994,2307,52691000,4.378356835,146683499006,2784
1445,25062,Thailand,1995,4245,54366057,7.808180755,169278552851,3114
1446,25074,Thailand,1996,4443,55070703,8.067810574,183035154107,3324
1447,25086,Thailand,1997,4150,55859088,7.429408801,150180268649,2689
1448,25098,Thailand,1998,4963,56691783,8.754355106,113675706127,2005
1449,25110,Thailand,1999,5276,57507860,9.174398074,126668932160,2203
1450,25122,Thailand,2000,5182,58262135,8.894284427,126392308498,2169
1451,25134,Thailand,2002,4902,58263389,8.413516763,134300851255,2305
1452,25146,Thailand,2003,4484,60158951,7.453587414,152280653544,2531
1453,25158,Thailand,2004,4296,60686373,7.079019206,172895476153,2849
1454,25170,Thailand,2005,3937,61182665,6.434829212,189318499954,3094
1455,25182,Thailand,2006,3608,61636512,5.853673225,221758486880,3598
1456,25194,Thailand,2007,3754,58941621,6.369013842,262942650544,4461
1457,25206,Thailand,2008,3778,59216773,6.37994914,291383081232,4921
1458,25218,Thailand,2009,3787,59483718,6.366448042,281710095725,4736
1459,25230,Thailand,2010,3761,59769764,6.292479254,341105009515,5707
1460,25384,Trinidad and Tobago,1991,148,1102000,13.43012704,5307905882,4817
1461,25396,Trinidad and Tobago,1992,163,1132600,14.3916652,5439552941,4803
1462,25408,Trinidad and Tobago,1993,174,1148300,15.15283463,4669488516,4066
1463,25420,Trinidad and Tobago,1994,148,1162900,12.72680368,4947205860,4254
1464,25432,Trinidad and Tobago,1995,184,1149173,16.01151437,5329214163,4637
1465,25444,Trinidad and Tobago,1996,146,1156185,12.62773691,5759537726,4982
1466,25456,Trinidad and Tobago,1997,160,1162267,13.76620002,5737751332,4937
1467,25468,Trinidad and Tobago,1998,171,1167924,14.64136365,6043694330,5175
1468,25480,Trinidad and Tobago,1999,139,1173276,11.8471698,6808982521,5803
1469,25492,Trinidad and Tobago,2000,166,1178363,14.08733981,8154338233,6920
1470,25504,Trinidad and Tobago,2001,179,1183354,15.12649638,8824873259,7458
1471,25516,Trinidad and Tobago,2002,156,1188800,13.12247645,9008273721,7578
1472,25528,Trinidad and Tobago,2003,144,1194458,12.05567714,11305459802,9465
1473,25540,Trinidad and Tobago,2004,168,1200116,13.9986468,13280275123,11066
1474,25552,Trinidad and Tobago,2005,136,1205471,11.28189728,15982282462,13258
1475,25564,Trinidad and Tobago,2006,141,1209301,11.65962817,18369070085,15190
1476,25576,Trinidad and Tobago,2007,131,1213988,10.79088096,21642304046,17827
1477,25588,Trinidad and Tobago,2008,199,1219336,16.32035797,27870257894,22857
1478,25600,Trinidad and Tobago,2009,128,1225097,10.44815227,19175196446,15652
1479,25612,Trinidad and Tobago,2010,160,1231002,12.99754184,22157948396,18000
1480,25636,Turkey,2009,1050,65962419,1.591815485,644639902581,9773
1481,25648,Turkey,2010,1524,66975131,2.275471473,771901768698,11525
1482,25768,Turkmenistan,1991,273,3162500,8.632411067,3208098919,1014
1483,25780,Turkmenistan,1992,271,3252900,8.331027698,3200539816,984
1484,25792,Turkmenistan,1993,240,3331100,7.204827234,3179225949,954
